-2,2500,0.113132597
-1,2500,0.014626365
0,2500,0.014477031000000001
1,1000000,0.06360096200000001
2,500000,0.036323936
3,333333,0.020987646000000002
4,250000,0.021924337000000002
5,200000,0.017861918
6,166666,0.015613228000000002
7,142857,0.017598018
8,125000,0.014991402000000001
9,111111,0.015843944000000002
10,100000,0.016685031
11,90909,0.016860438000000002
12,83333,0.016547944000000002
13,76923,0.016794462
14,71428,0.016385574
15,66666,0.016045821000000002
16,62500,0.015397919000000001
17,58823,0.014867747
18,55555,0.015097278
19,52631,0.016227154
20,50000,0.014211945
21,47619,0.019979054
22,45454,0.015617969
23,43478,0.015028142000000001
24,41666,0.014243155
25,40000,0.014789525000000001
26,38461,0.016711894
27,37037,0.01546666
28,35714,0.014669821000000001
29,34482,0.015576093000000001
30,33333,0.014626364000000001
31,32258,0.015000488000000001
32,31250,0.015541328000000002
33,30303,0.014686809
34,29411,0.014311106
35,28571,0.015102413
36,27777,0.014789920000000002
37,27027,0.015059747000000002
38,26315,0.016696883000000003
39,25641,0.014965723
40,25000,0.014589229
41,24390,0.015974709
42,23809,0.016262315
43,23255,0.013975303000000001
44,22727,0.015750314
45,22222,0.014620834000000001
46,21739,0.015337870000000002
47,21276,0.015917031
48,20833,0.015472191000000001
49,20408,0.017747746000000002
50,20000,0.014782413000000001
51,19607,0.015024587
52,19230,0.016041080000000003
53,18867,0.015859747
54,18518,0.016159994
55,18181,0.015578858000000001
56,17857,0.015394364
57,17543,0.014252241
58,17241,0.015818661
59,16949,0.014632685000000001
60,16666,0.015252933000000002
61,16393,0.014334019000000002
62,16129,0.014945575000000001
63,15873,0.014070908
64,15625,0.015686709
65,15384,0.016223994000000002
66,15151,0.015749525
67,14925,0.017201771
68,14705,0.015920982
69,14492,0.015789821000000002
70,14285,0.014814809000000002
71,14084,0.014871303
72,13888,0.016596931000000002
73,13698,0.017634758
74,13513,0.023759793
75,13333,0.027241866
76,13157,0.025107743000000002
77,12987,0.019126115000000003
78,12820,0.019676436000000002
79,12658,0.018368388000000003
80,12500,0.015100044000000002
81,12345,0.015379748
82,12195,0.015738858
83,12048,0.015629821000000002
84,11904,0.014278315000000001
85,11764,0.015739648000000002
86,11627,0.015340636000000001
87,11494,0.015683155
88,11363,0.014776488
89,11235,0.014866957
90,11111,0.015963648
91,10989,0.015009969000000001
92,10869,0.015291253000000001
93,10752,0.016060043
94,10638,0.015327994000000001
95,10526,0.015893723000000002
96,10416,0.015797723
97,10309,0.016854512000000002
98,10204,0.015661821
99,10101,0.015395154000000001
